default_land=plains
default_sea=sea
default_coastal_sea=coastal_sea

# Only override provinces that should not be plains.

################
# HELLAS
################

## HELLAS ###################################

### LAKEDAIMON
1216=forest # b_oinogautis_andautonia
1217=forest # b_klopnis_ageron
1218=forest # b_leuderonemos_ageron
1219=hills # b_ageron_ageron
#1437=plains # b_longobona_brigion
1438=hills # b_brigion_brigion
1439=hills # b_borvanalon_brigion
#1440=plains # b_kaktion_velibona
#1441=plains # b_velibona_velibona
#1442=plains # b_batraxon_velibona

### LATOBICI
1450=hills # b_laboron_laboron
1451=hills # b_senaston_laboron
1452=hills # b_lopherdomon_lopherdomon
1453=hills # b_margon_lopherdomon
1454=hills # b_vivai_tribrigon
#1455=plains # b_tribrigon_tribrigon
1456=hills # b_amargon_tribrigon

### IASIA
#1422=plains # b_louta_lentulos
#1423=plains # b_lentulos_lentulos
#1424=plains # b_piretis_lentulos
#1425=plains # b_sonista_iovia
#1426=plains # b_iovia_iovia
1427=hills # b_brigaventos_iovia
1428=hills # b_sukon_vesubona
1429=hills # b_brigatrion_vesubona
#1430=plains # b_vesubona_vesubona
1443=hills # b_eron_iasion
1444=hills # b_pyrri_iasion
1445=hills # b_pekudomion_iasion
1446=hills # b_iasion_iasion
#1447=plains # b_dunon_viva
#1448=plains # b_viva_viva
1449=hills # b_giannion_viva

### BALDASOS
1292=hills # b_anion_klandate
1293=hills # b_klandate_klandate
1294=hills # b_berginion_klandate
1298=forest # b_iumion_servition
#1299=plains # b_servition_servition
1300=forest # b_balkis_servition
1303=forest # b_prodoron_prodoron
1304=forest # b_hekmoneuson_prodoron
1305=hills # b_sikkaloukon_sikkaloukon
1306=hills # b_herdarion_sikkaloukon
1307=mountains # b_aimate_kanabai
1308=hills # b_heiovasson_kanabai
1309=hills # b_kanabai_kanabai

## AUTARIATIA ###################################

### KELEGERIA
#1827=plains # b_barsidon_barsidon
#1828=plains # b_kenon_barsidon
1829=hills # b_hroudation_hroudation
1830=hills # b_serouion_hroudation
#1831=plains # b_klenobon_hroudation
#1832=plains # b_bason_bason
#1833=plains # b_doulenkon_bason
1834=hills # b_ouitis_ouitis
1835=hills # b_baiketon_ouitis
1836=hills # b_mioton_ouitis
#1837=plains # b_boloumion_konkion
1838=hills # b_konkion_konkion

### BRONGOS
1839=hills # b_grendon_ouipion
1840=hills # b_despotolagion_ouipion
1841=hills # b_ouipion_ouipion
1842=hills # b_gostermion_gelkopson
1843=hills # b_gobroson_gelkopson
1844=hills # b_gelkopson_gelkopson
1862=hills # b_diebedon_brigalagion
1863=hills # b_brigalagion_brigalagion
#1864=plains # b_hekmarion_brigalagion
1865=valley # b_roukron_kelegeroron
1867=valley # b_kelegeroron_kelegeroron
1868=valley # b_herginton_kelegeroron

### ARGENTARIA
#1845=plains # b_baliebon_baliebon
1846=hills # b_eirelagion_baliebon
1853=mountains # b_skreibon_bession
1854=hills # b_kroupanion_bession
1855=mountains # b_bession_bession
1856=mountains # b_remegardon_kapedounon
1857=mountains # b_souidou_kapedounon
1858=mountains # b_kapedounon_kapedounon
1907=mountains # b_ruinon_dolremion
1908=mountains # b_dolremion_dolremion
1909=mountains # b_splindon_dolremion
1910=mountains # b_houenrodon_sirinikon
1911=mountains # b_sirinikon_sirinikon
1913=valley # b_hervendon_sirinikon
1968=mountains # b_pobergon_domabion
1969=mountains # b_domabion_domabion
1970=mountains # b_malbesa_domabion

### PIRUSTISTE
1859=hills # b_hreion_gneidon
1860=hills # b_belon_gneidon
#1861=plains # b_gneidon_gneidon
1870=mountains # b_noudrion_noudrion
1871=mountains # b_betoula_noudrion
1872=mountains # b_droudegion_noudrion
1873=valley # b_petkersnos_genderon
1874=hills # b_genderon_genderon
1875=hills # b_gardion_genderon
1876=mountains # b_patason_zaton
1877=hills # b_dolazon_zaton
1878=mountains # b_zaton_zaton
1904=mountains # b_hentsarion_nouikon
1905=mountains # b_nouikon_nouikon
1906=mountains # b_kokinion_nouikon

### BOLIA
1880=valley # b_tergobion_boudimion
1881=valley # b_boudimion_boudimion
1883=valley # b_bersinon_boudimion
1885=valley # b_kolasion_breskia
1887=valley # b_breskia_breskia
1889=valley # b_ouipion_breskia
1894=valley # b_houlmon_persnon
1895=valley # b_persnon_persnon
1897=mountains # b_ouaston_sibouna
1898=mountains # b_sibouna_sibouna
1899=mountains # b_stellon_sibouna
1900=mountains # b_tousnamon_sibouna
1901=mountains # b_reberton_stegion
1902=mountains # b_stegion_stegion
1903=mountains # b_aregron_stegion
1915=valley # b_dietson_dietson
1917=valley # b_tergendon_dietson

### GLINDITIONISTE
1919=valley # b_trinobon_soulphourai
1921=valley # b_risson_soulphourai
1923=valley # b_palion_soulphourai
1925=valley # b_soulphourai_soulphourai
1927=valley # b_nouridion_iounon
1929=valley # b_peroukikon_iounon
1932=valley # b_iounon_iounon
1966=mountains # b_kladanion_kladanion
1967=mountains # b_pasdolon_kladanion
1971=mountains # b_lieteuta_seneuon
1972=mountains # b_seneuon_seneuon
1973=mountains # b_boudnon_seneuon
1974=mountains # b_samabendon_gelbendon
1975=mountains # b_gelbendon_gelbendon
1976=mountains # b_bassion_ploumbon
1977=mountains # b_ploumbon_ploumbon
1978=valley # b_loubendon_ploumbon

## LIBURNIKA ###################################

### KATARBATES
#1160=plains # b_idassa_idassa
#1161=plains # b_nedinon_idassa
#1162=plains # b_olbonon_idassa
1163=hills # b_kolenton_skardon
1164=hills # b_arausa_skardon
1165=hills # b_skardon_skardon
#1166=plains # b_varvaria_skardon
#1167=plains # b_geriotegos_promona
1168=hills # b_promona_promona
#1169=plains # b_burnon_burnon
1170=mountains # b_ninia_burnon
#1171=plains # b_korinion_asseria
1172=hills # b_asseria_asseria
1175=hills # b_lakinos_stulpinos
1176=hills # b_stulpinos_stulpinos

### PHLANATIKOS
1155=mountains # b_ortopla_ortopla
1156=mountains # b_vegion_ortopla
1157=mountains # b_argurunton_ortopla
1158=hills # b_torpeios_ainona
#1159=plains # b_ainona_ainona
1173=hills # b_sidrona_sidrona
1174=hills # b_ekon_sidrona
1177=hills # b_armentos_mentorides
1178=hills # b_kissa_mentorides
1179=hills # b_arba_mentorides
1182=hills # b_krexa_apsartides
1183=hills # b_apsaros_apsartides
1184=hills # b_blotensla_apsartides

### ARSIA
1147=hills # b_albona_phlanona
1148=hills # b_phlanona_phlanona
1149=mountains # b_atrokolnos_phlanona
1150=mountains # b_tarsatika_tarsatika
1151=mountains # b_velkera_tarsatika
1152=mountains # b_kaukos_tarsatika
1153=mountains # b_senia_senia
1154=mountains # b_lopsika_senia
1180=mountains # b_brevategos_elektrides
1181=hills # b_kurikon_elektrides

### IAPODIA
1194=hills # b_dizeros_arupion
1195=forest # b_epidotion_arupion
1196=forest # b_arupion_arupion
1197=mountains # b_avendon_monetion
1198=mountains # b_monetion_monetion
1199=mountains # b_kladarmos_monetion
1200=mountains # b_terponos_metoulon
1201=forest # b_tetrapones_metoulon
1202=forest # b_metoulon_metoulon
1203=mountains # b_breva_metoulon
1204=mountains # b_erkos_kolnis
1205=mountains # b_keieskosinon_kolnis
1206=mountains # b_kolnis_kolnis

### TEDANIOS
1185=valley # b_klambetis_klambetis
1186=forest # b_ausankalion_klambetis
1187=forest # b_korbavion_klambetis
1188=hills # b_branaro_ulka
1189=hills # b_metuteuta_ulka
1190=hills # b_ulka_ulka
1191=forest # b_magpaturon_ardotion
1192=forest # b_ankos_ardotion
1193=forest # b_ardotion_ardotion
1237=hills # b_kolnkonon_plorinos
1238=hills # b_sonom_plorinos
1239=hills # b_plorinos_plorinos

### KOLAPIS
1207=hills # b_deivospelta_bosona
1208=forest # b_bosona_bosona
1209=hills # b_oramontis_bosona
1220=forest # b_upotelsos_opna
1221=forest # b_opna_opna
1232=hills # b_drogon_drogon
1233=hills # b_neukleion_drogon
1234=hills # b_deuleva_drogon
1247=forest # b_vesteuta_neuverion
1248=forest # b_antion_neuverion
#1249=plains # b_neuverion_neuverion

### RAITINION
1982=hills # b_raitinion_raitinion
1983=hills # b_rekon_raitinion
1984=hills # b_snemion_raitinion
1227=hills # b_kelga_kasterlon
1228=hills # b_enplovion_astron
1229=hills # b_vaton_astron
1230=hills # b_kasterlon_kasterlon
1231=forest # b_kuddron_kasterlon
1235=hills # b_astron_astron
1236=hills # b_karkron_astron
1240=hills # b_treveson_treveson
1241=forest # b_sikabrigon_treveson

## DARDANIA ###################################

### OULPINIA
#1603=plains # b_amoron_oulpiana
1604=mountains # b_nougasteton_oulpiana
1605=farmlands # b_oulpiana_oulpiana
#1606=plains # b_arilegon_oulpiana
1607=farmlands # b_zoroiton_zoroiton
#1608=plains # b_spinosa_zoroiton
#1609=plains # b_bindenis_bindenis
1610=mountains # b_kexekollon_bindenis
1611=mountains # b_xokoton_bindenis
1612=hills # b_koursymiskon_bindenis
1634=mountains # b_domreizon_demetrion
1635=farmlands # b_demetrion_demetrion
1636=mountains # b_kabron_demetrion
1642=forest # b_ouikon_ouikon
1643=hills # b_niouesaron_ouikon

### SKARDOS
#1638=plains # b_breon_siparanton
1640=forest # b_siparanton_siparanton
1641=hills # b_hioudon_siparanton
1644=hills # b_theranda_theranda
#1645=plains # b_kiphlakon_theranda
1646=hills # b_zatrikon_theranda
1647=forest # b_azorime_petrizon
#1648=plains # b_petrizon_petrizon
1655=forest # b_kermion_kermion
1656=forest # b_dikeon_kermion

### ANGROS
1570=farmlands # b_mediana_naissos
1571=farmlands # b_naissos_naissos
#1572=plains # b_bolbabria_naissos
#1573=plains # b_hammeon_naissos
1574=mountains # b_beitekmon_bregobion
1575=hills # b_bregobion_bregobion
1576=forest # b_zellon_bregobion
1577=farmlands # b_herakleion_herakleion
#1578=plains # b_mytorga_herakleion
1579=mountains # b_skokela_herakleion
1589=mountains # b_anausaro_kinon
1590=hills # b_gerdelikon_kinon
1591=farmlands # b_kinon_kinon
1613=mountains # b_spinthopyra_beisaleta
1614=hills # b_stroboula_beisaleta
#1615=plains # b_beisaleta_beisaleta
1592=forest # b_zonion_zonion
1593=mountains # b_lexon_zonion
1594=mountains # b_berabaton_zonion
1595=mountains # b_tiphos_zonion

### MESSAPION
1554=hills # b_kokinon_damastion
1555=hills # b_damastion_damastion
1556=forest # b_braterai_damastion
1600=hills # b_dabidobon_damastion
1586=mountains # b_bession_daparria
1587=hills # b_daparria_daparria
1588=hills # b_doubnika_daparria
1596=mountains # b_blassion_darado
1597=mountains # b_tougion_darado
1598=mountains # b_darado_darado
1599=hills # b_lastikon_lastikon
1601=mountains # b_progragion_lastikon
#1602=plains # b_skardion_lastikon

### HIBEROS
1617=valley # b_zeapouries_alaibria
1618=hills # b_alaibria_alaibria
1619=forest # b_skalpa_alaibria
1620=mountains # b_breloubon_breloubon
1621=valley # b_plesson_breloubon
1623=mountains # b_daisyme_breloubon
1624=valley # b_hiberon_mellon
1626=valley # b_mellon_mellon
1627=mountains # b_raskion_mellon
1628=mountains # b_rason_arsa
1629=mountains # b_arsa_arsa
1631=mountains # b_kosmasion_edonton
1632=valley # b_edonton_edonton
1633=valley # b_dardanoron_edonton

## PAIONIA ###################################

### ASTIBIA
#1521=plains # b_bylazora_bylazora
1518=hills # b_antreremites_bylazora
1519=hills # b_koritos_bylazora
1520=hills # b_sindmataron_bylazora
1514=hills # b_astibos_astibos
1515=hills # b_bargala_astibos
#1516=plains # b_zapara_astibos
#1517=plains # b_apeuna_astibos
1502=valley # b_tarporon_tarporon
1500=valley # b_kherdouskera_tarporon
1501=valley # b_souabastas_tarporon
1503=valley # b_bitalkosta_bitalkosta
1505=valley # b_synageiron_bitalkosta
1506=valley # b_tridanous_bitalkosta
1511=hills # b_astraion_astraion
1512=hills # b_rakiteton_astraion
1513=hills # b_brysos_astraion
#1508=plains # b_doberos_doberos
1507=valley # b_kleidion_doberos
1509=hills # b_steros_steros
1510=hills # b_ponton_steros

### AXIA
1533=hills # b_stoboi_stoboi
1530=hills # b_audaristos_stoboi
1532=hills # b_kranon_stoboi
1534=hills # b_belissos_stoboi
1527=valley # b_stenai_stenai
1525=hills # b_boisakon_stenai
#1526=plains # b_antigoneia_stenai
1523=hills # b_almana_almana
#1522=plains # b_adkephalon_almana
1524=hills # b_ermos_almana

### PELAGONIA
325=mountains # b_pelagonia_pelagonia
#327=plains # b_kolobaise_pelagonia
324=mountains # b_antania_gemindos
323=hills # b_dostoneoi_gemindos
#326=plains # b_stymbara_derriopos
2134=valley # b_brianion_derriopos
1528=mountains # b_erigon_erigon
1529=mountains # b_oinon_erigon

### PENESTIA
2133=valley # b_hyskana_hyskana
1540=valley # b_ieterimon_hyskana
1541=forest # b_draudakon_draudakon
1542=forest # b_oaineon_draudakon
1538=valley # b_sarnoa_sarnoa
1537=mountains # b_zakynthos_sarnoa

### PELAGITIS
#1546=plains # b_skoupoi_skoupoi
1543=mountains # b_laskarkon_skoupoi
1544=valley # b_paldenikon_skoupoi
#1547=plains # b_toumagaron_skoupoi
#1536=plains # b_tauresion_tauresion
#1535=plains # b_zelenikon_tauresion
1550=hills # b_pelagia_pelagia
#1548=plains # b_tranoupara_pelagia
1549=hills # b_oiizion_pelagia
1552=valley # b_slabiskon_slabiskon
1551=hills # b_tranatoura_slabiskon
1553=valley # b_kopribon_slabiskon

## ADUR ###################################

### OULKIROS
1979=hills # b_lagigerlon_lagigerlon
1980=hills # b_parastalita_lagigerlon
1981=hills # b_bendanertos_lagigerlon
1986=hills # b_beikoma_splaunon
1987=mountains # b_salvia_splaunon
1989=mountains # b_splaunon_splaunon
1991=hills # b_teution_klauson
1992=hills # b_tegon_klauson
1993=hills # b_klauson_klauson
1994=mountains # b_sarnade_sarnade
1995=mountains # b_prekarion_sarnade
1996=mountains # b_kerson_sarnade
2000=hills # b_sabria_salvion
2002=mountains # b_stridon_salvion
2003=valley # b_salvion_salvion
2005=valley # b_pelva_salvion

### DELMATIS
#2006=plains # b_alperio_baridouon
2007=hills # b_baridouon_baridouon
#2015=plains # b_libros_baridouon
2008=hills # b_bistoua_betos_matrikon
2009=hills # b_souzon_matrikon
2010=hills # b_matrikon_matrikon
2011=valley # b_ninias_delminion
2012=hills # b_epstogon_delminion
2013=hills # b_risata_delminion
2014=hills # b_delminion_delminion
2035=hills # b_aikuon_tariona
2036=hills # b_tariona_tariona
#2041=plains # b_salmion_sinotion
2042=hills # b_brigoron_sinotion
2043=hills # b_sinotion_sinotion
2056=hills # b_moilon_trepon
2057=valley # b_trepon_trepon
2058=hills # b_boia_trepon

### ADRION
2018=hills # b_setovia_setovia
2019=hills # b_kakasta_setovia
2020=hills # b_magnon_magnon
2021=hills # b_sibinikon_magnon
2022=hills # b_tambia_magnon
2023=hills # b_riditai_riditai
2024=hills # b_priomon_riditai
2166=hills # b_tilourion_tilourion
2167=hills # b_osinion_tilourion
2168=hills # b_andetrion_tilourion

### NESTOS
2016=hills # b_biloubio_oneon
2017=hills # b_trono_oneon
2032=mountains # b_oneon_oneon
2025=hills # b_tragourion_salona
2026=hills # b_salona_salona
2027=hills # b_aspalathos_salona
2028=hills # b_plate_pharos
2029=hills # b_pharos_pharos
2030=farmlands # b_issa_issa
2031=hills # b_melaina_korkyra_issa
2033=mountains # b_mykkouron_novai
2034=hills # b_novai_novai
2037=hills # b_auphoustianis_novai
2038=wetlands # b_biston_narona
#2039=plains # b_bigeste_narona
2040=farmlands # b_narona_narona

### ARION
1942=valley # b_keidolon_keidolon
1944=valley # b_bersellon_keidolon
1946=valley # b_sapoua_keidolon
1947=mountains # b_apeba_apeba
1949=mountains # b_leusaba_apeba
1950=mountains # b_peiremion_apeba
1952=valley # b_grabendon_anisoptera
1953=valley # b_stanekli_anisoptera
1954=valley # b_anisoptera_anisoptera
1997=mountains # b_plaron_baloia
1998=valley # b_baloia_baloia
1999=mountains # b_ionnaria_baloia

### BATHINOS
1934=valley # b_konikon_hadikon
1935=valley # b_hadikon_hadikon
1937=valley # b_popoulobendon_hadikon
1956=mountains # b_ouinteuta_ardouba
1957=mountains # b_ardouba_ardouba
1958=mountains # b_rebeibon_neabistoua
1959=mountains # b_neabistoua_neabistoua
1960=mountains # b_daisitiation_neabistoua
1961=mountains # b_bosna_bosna
1962=mountains # b_helbon_bosna
1964=mountains # b_heuosion_oulkendon
1965=mountains # b_oulkendon_oulkendon

## ILLYRIS ###################################

### ARDIAISTE
2049=hills # b_raousin_epidauros_illyria
2050=hills # b_epidauros_epidauros_illyria
2051=valley # b_asamon_asamon
2052=valley # b_dourakon_asamon
2065=hills # b_zizio_zizio
2066=hills # b_bilekia_zizio
2067=mountains # b_tenion_birokrotson
2068=mountains # b_birokrotson_birokrotson
2069=mountains # b_salthua_birokrotson
2070=hills # b_anderva_varis
2071=hills # b_varis_varis
2072=hills # b_sallounton_varis
2076=hills # b_ketigna_rhizon
2077=hills # b_maleison_rhizon
2078=hills # b_benbaba_rhizon
2080=hills # b_rhizon_rhizon
2081=hills # b_askrabion_rhizon

### LABEATIS
2073=hills # b_halata_doklia
2074=wetlands # b_doklia_doklia
2075=hills # b_oblon_doklia
2082=hills # b_bouthoe_bouthoe
2083=hills # b_antibarion_bouthoe
#2084=plains # b_oulkinion_oulkinion
2085=hills # b_ostros_oulkinion
2151=valley # b_berissa_bassania
2152=valley # b_epikaria_bassania
2154=farmlands # b_bassania_bassania
2155=farmlands # b_skodra_bassania
2156=valley # b_sinna_medeon
2157=valley # b_kinna_medeon
2158=hills # b_medeon_medeon

### NAROS
2044=hills # b_biroklebon_biroklebon
2045=hills # b_stagnon_biroklebon
2046=wetlands # b_arkon_arkon
2047=hills # b_beikon_arkon
2048=hills # b_asamo_arkon
2053=hills # b_pardoua_daorson
2054=hills # b_dilounton_daorson
2055=farmlands # b_daorson_daorson
#2059=plains # b_venbra_lagibalion
2060=hills # b_lagibalion_lagibalion
2061=hills # b_hospa_lagibalion
2062=hills # b_ausion_gakon
2063=hills # b_gakon_gakon
2064=hills # b_semeron_gakon

### APSOS
2106=hills # b_byllis_byllis
2107=hills # b_nikaia_byllis
2108=hills # b_besene_byllis
2109=hills # b_ouatron_kreonion
2110=hills # b_kreonion_kreonion
2112=valley # b_dermion_antipatreia
2113=hills # b_katerlis_antipatreia
#2114=plains # b_antipatreia_antipatreia
2115=hills # b_dimale_dimale
#2116=plains # b_stephanaphana_dimale
#2117=plains # b_bargyllon_dimale
#2118=plains # b_kodrion_parthos
#2119=plains # b_parthos_parthos
2120=hills # b_klodiana_parthos
2121=hills # b_henta_gertous
2122=hills # b_skampa_gertous
2123=hills # b_gertous_gertous

### DASSARETIS
267=valley # b_chrysondyon_chrysondyon
266=valley # b_gerous_chrysondyon
2125=valley # b_gerrunios_gerrunios
2126=valley # b_beue_gerrunios
2127=valley # b_diabolis_gerrunios
2130=valley # b_lychnidos_lychnidos
2131=valley # b_kerax_lychnidos
2132=valley # b_laktina_lychnidos
2137=valley # b_grandavia_sesarethos
2138=valley # b_sation_sesarethos
2139=valley # b_sesarethos_sesarethos

### DRILON
1650=valley # b_vembon_hasson
1652=valley # b_hasson_hasson
1654=valley # b_arezon_hasson
2140=valley # b_stedion_stedion
2142=valley # b_peskon_stedion
2144=valley # b_oulkonion_stedion
2147=valley # b_kalkon_kalkon
2148=valley # b_stabekon_kalkon
2149=valley # b_zonia_kalkon

### EPIDAMNIA
#2100=plains # b_rhodon_epidamnos
2101=farmlands # b_epidamnos_epidamnos
#2102=plains # b_tyrris_epidamnos
#2103=plains # b_agrion_apollonia_illyria
#2104=plains # b_geraiophloion_apollonia_illyria
2105=farmlands # b_apollonia_apollonia_illyria

### MATHIS
#2086=plains # b_kataphthinon_nymphaion_illyria
2087=wetlands # b_nymphaion_nymphaion_illyria
#2088=plains # b_akmopiton_lissos
2089=hills # b_sepeldora_lissos
2090=wetlands # b_lissos_lissos
2091=wetlands # b_gelion_albanopolis
#2092=plains # b_praisidion_albanopolis
2093=hills # b_albanopolis_albanopolis
2095=valley # b_bendabelos_bendabelos
2096=valley # b_derbion_bendabelos
2097=hills # b_dhounti_tirkan
2098=hills # b_petralba_tirkan
2099=farmlands # b_tirkan_tirkan
2160=valley # b_agrona_perna
2161=valley # b_bana_perna
2162=valley # b_perna_perna
